Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
Hurricane,DGA,Distance Drivers,Overstable,12,4.9,-0.9,2.3,https://infinitediscs.com/DGA-Hurricane,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_781acc58-4c3f-48d9-b5d5-60734b8292efDGA Hurricane Standard.jpg

Riptide,DGA,Distance Drivers,Overstable,9,4,0,3,https://infinitediscs.com/DGA-Riptide,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d1698eff-da59-4f89-a36b-3e89cbe03987DGA Riptide Standard.jpg

Rogue,DGA,Distance Drivers,Overstable,11,4,-1,2,https://infinitediscs.com/DGA-Rogue,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e8961b71-0cdd-43da-a1ae-1781480e6870DGA Rogue Standard.jpg

Sail,DGA,Distance Drivers,Understable,10.5,6.2,-3.3,1,https://infinitediscs.com/DGA-Sail,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a08ff2ce-b526-4630-9eb5-fd5ab47b1d12Sail.jpg

Tempest,DGA,Distance Drivers,Understable,13,5.1,-3,2,https://infinitediscs.com/DGA-Tempest,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_tempest_1.JPG

Torrent,DGA,Distance Drivers,Overstable,13.9,5,-1,2.1,https://infinitediscs.com/DGA-Torrent,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a71d7974-aa13-48ea-8b96-b35dd2cde93b29.jpg

Tsunami,DGA,Distance Drivers,Very Overstable,9.9,3.1,0,3.8,https://infinitediscs.com/DGA-Tsunami,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_210dcd05-fe78-486f-8ded-032df0c0cd40DGA Tsunami Standard.jpg

Undertow,DGA,Distance Drivers,Neutral,10,4.1,-1,1.1,https://infinitediscs.com/DGA-Undertow,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b1061f4f-a329-46e4-8881-982ba3768998DGA Undertow Standard.jpg

Banzai,DGA,Control Drivers,Overstable,8.1,4,0,3,https://infinitediscs.com/DGA-Banzai,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_14510e-1ea8.JPG

Flathead Cyclone,DGA,Control Drivers,Overstable,7,4,-1,3,https://infinitediscs.com/DGA-Flathead-Cyclone,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6b07dc5e-137a-4ff3-a8df-470b022a87d5100_4383.JPG

Hellfire,DGA,Control Drivers,Very Overstable,10.1,3.1,0,4.8,https://infinitediscs.com/DGA-Hellfire,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_851ff862-f932-43df-b332-2d7fe150994aDSC02103.JPG

Pipeline,DGA,Control Drivers,Overstable,8.1,5,-0.4,1.9,https://infinitediscs.com/DGA-Pipeline,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_95a7b070-eb54-49bc-8551-9ea78ed14a0epipeline.JPG

Aftershock,DGA,Mid Range,Overstable,4,3.1,-0.1,2,https://infinitediscs.com/DGA-Aftershock,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_730befb8-2321-477a-b4a2-6067eccb2ad4DGA Aftershock Standard.jpg

Quake,DGA,Mid Range,Overstable,5,3.1,0,3.1,https://infinitediscs.com/DGA-Quake,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b0b284-f7cb.JPG

Rift,DGA,Mid Range,Overstable,5,4.2,-0.9,1.5,https://infinitediscs.com/DGA-Rift,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b50034-e027.JPG

Shockwave,DGA,Mid Range,Overstable,4,2,0,3,https://infinitediscs.com/DGA-Shockwave,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7d73c36c-3467-450d-93ac-9e34fc5af717DGA Shockwave Standard.jpg

Squall,DGA,Mid Range,Neutral,6,4,-1,1,https://infinitediscs.com/DGA-Squall,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_93c2d4d8-8bf3-41a0-a5d9-023ca3dd062fDGA Squall Standard.jpg

Tremor,DGA,Mid Range,Very Understable,6,5,-3.9,1,https://infinitediscs.com/DGA-Tremor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ProlineTremor.JPG

Blowfly I,DGA,Putters,Overstable,2,2.1,-0.9,1.9,https://infinitediscs.com/DGA-Blowfly-I,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3883f2b2-9c84-4602-97b3-e8665c731ff3DGA Blowfly I Signature Series.jpg

Blowfly II,DGA,Putters,Neutral,3,2,-1,1,https://infinitediscs.com/DGA-Blowfly-II,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7a507731-0a08-4994-9cec-b154d7c0590aDGA Blowfly II Signature Series.jpg

Blunt Gumbputt,DGA,Putters,Overstable,2,2.1,0,1.9,https://infinitediscs.com/DGA-Blunt-Gumbputt,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_052cff03-885c-4334-8172-37e0c38904e7DGA Blunt Gumpbutt Signature Series.jpg

Breaker,DGA,Putters,Overstable,3.8,3,0,2.9,https://infinitediscs.com/DGA-Breaker,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_206860d6-e22f-4723-932c-09ac0e488539DGA Breaker Standard.jpg

PowerDrive Gumbputt,DGA,Putters,Understable,2,2.1,-2,1.1,https://infinitediscs.com/DGA-PowerDrive-Gumbputt,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c0cba8a1-9298-404b-a00e-6dd4f5f8f593power-gumbputt1.jpg

Reef,DGA,Putters,Neutral,2,2.1,-1.1,1,https://infinitediscs.com/DGA-Reef,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1437750c-60b3-4b72-a560-8465316ae98dDGA Reef Standard.jpg

Steady,DGA,Putters,Overstable,2.1,3.1,0,1,https://infinitediscs.com/DGA-Steady,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4ea0f751-10aa-45ab-9816-d0d3c1b66a73DGASteady.jpg

Steady BL,DGA,Putters,Overstable,2,4,0,1.9,https://infinitediscs.com/DGA-Steady-BL,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Steady-BL.jpg

Titanic,DGA,Putters,Overstable,2,2,0,2,https://infinitediscs.com/DGA-Titanic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d1df449a-dfe4-4171-a82a-af74daf4538dDGA Titanic Standard.jpg

Pterodactylus,Dino Discs,Distance Drivers,Very Understable,10,5,-6,2,https://infinitediscs.com/Dino-Discs-Pterodactylus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9b8ba2-3fb0.JPG

Tyrannosaurus Rex,Dino Discs,Distance Drivers,Very Understable,14,5,-7,2,https://infinitediscs.com/Dino-Discs-Tyrannosaurus-Rex,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d27709-3a38.JPG

Brachiosaurus,Dino Discs,Mid Range,Very Understable,6,5,-5,1,https://infinitediscs.com/Dino-Discs-Brachiosaurus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a5756c-d144.JPG

Stegosaurus,Dino Discs,Mid Range,Understable,4,5,-3.8,1.9,https://infinitediscs.com/Dino-Discs-Stegosaurus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_866e35-87d5.JPG

Triceratops,Dino Discs,Putters,Understable,3,3,-3,1,https://infinitediscs.com/Dino-Discs-Triceratops,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1comingsoon_3.jpg

The Count,Disc Golf UK,Control Drivers,Overstable,7,4,-1,3,https://infinitediscs.com/Disc-Golf-UK-The-Count,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Counthighres.JPG

The Baron,Disc Golf UK,Mid Range,Overstable,4,3,0,2.5,https://infinitediscs.com/Disc-Golf-UK-The-Baron,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_baronhighres.JPG

The Duchess,Disc Golf UK,Mid Range,Neutral,5,4,-2,2,https://infinitediscs.com/Disc-Golf-UK-The-Duchess,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_duchesshighres.JPG

The Duke,Disc Golf UK,Mid Range,Very Overstable,6,4,0,3.5,https://infinitediscs.com/Disc-Golf-UK-The-Duke,https://infinitediscs.com#

Starling,Disctroyer,Distance Drivers,Neutral,12.9,5,-2,2,https://infinitediscs.com/Disctroyer-Starling,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bigwhite.JPG

Stork,Disctroyer,Control Drivers,Overstable,8,5,0,1,https://infinitediscs.com/Disctroyer-Stork,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bf5e27-6455.JPG

Skylark,Disctroyer,Mid Range,Overstable,5,4,0,2,https://infinitediscs.com/Disctroyer-Skylark,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b35f0d-223e.JPG

Sparrow,Disctroyer,Putters,Overstable,3,3,0,2,https://infinitediscs.com/Disctroyer-Sparrow,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bigblue_1.JPG

Chromium,Element Discs,Control Drivers,Overstable,9,4.8,-0.8,1.5,https://infinitediscs.com/Element-Discs-Chromium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Chromium.JPG

Lithium,Element Discs,Mid Range,Understable,4.9,3.9,-1.8,1,https://infinitediscs.com/Element-Discs-Lithium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4ba3dcd6-718f-4f88-abb3-0c342e52445aDSC03979.jpg

Prototype 3,Element Discs,Mid Range,Overstable,4,3,0,2,https://infinitediscs.com/Element-Discs-Prototype-3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a81b2649-cfdd-425a-9078-5cd0b9d0b4d1DSC07868.jpg

Radium,Element Discs,Mid Range,Overstable,6,4,-1,1.9,https://infinitediscs.com/Element-Discs-Radium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Radium.JPG

Uranium,Element Discs,Mid Range,Overstable,4,2,0,2.2,https://infinitediscs.com/Element-Discs-Uranium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Uranium.jpg

Iridium,Element Discs,Putters,Overstable,2,2.8,0,1.9,https://infinitediscs.com/Element-Discs-Iridium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_61227d13-651b-4d3d-9816-398f7dff60afDSC09747.JPG

Plutonium,Element Discs,Putters,Overstable,3,2.9,-0.1,1.1,https://infinitediscs.com/Element-Discs-Plutonium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2de3253b-bef3-47c7-902a-9d8df6c55fb6DSC00019.JPG

Taipan,Fourth Circle Discs,Distance Drivers,Overstable,13,5,0,3.1,https://infinitediscs.com/Fourth-Circle-Discs-Taipan,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_145082-13c6.JPG

Firehawk,Fourth Circle Discs,Control Drivers,Understable,8,5,-2,1,https://infinitediscs.com/Fourth-Circle-Discs-Firehawk,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_636701-d97e.JPG

Dingo,Fourth Circle Discs,Mid Range,Overstable,5,5,0,3,https://infinitediscs.com/Fourth-Circle-Discs-Dingo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8f888a-eb01.JPG

Cruise,Full Turn,Distance Drivers,Overstable,12.8,4,-2,2.8,https://infinitediscs.com/Full-Turn-Cruise,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a092b2-11e4.JPG

Traveler,Full Turn,Distance Drivers,Overstable,9,3.9,0,2,https://infinitediscs.com/Full-Turn-Traveler,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f26bda73-0a66-441f-b6a6-cb0e5cf46c13DSC02043.JPG

Voyage,Full Turn,Distance Drivers,Overstable,12.2,4.9,0,3.1,https://infinitediscs.com/Full-Turn-Voyage,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_84c79e-e5c6.JPG

Drifter,Full Turn,Control Drivers,Overstable,8.9,4,-1,1.9,https://infinitediscs.com/Full-Turn-Drifter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_express.JPG

Navigator,Full Turn,Mid Range,Overstable,5,4,-1.1,1.9,https://infinitediscs.com/Full-Turn-Navigator,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_navigatorground.JPG

Passport,Full Turn,Putters,Neutral,3.8,3.9,-1,1,https://infinitediscs.com/Full-Turn-Passport,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_passportground.JPG

Meteorite,Galaxy Disc Golf,Distance Drivers,Overstable,11,3.1,-0.5,2.1,https://infinitediscs.com/Galaxy-Disc-Golf-Meteorite,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_meteorite.png

Shooting Star,Galaxy Disc Golf,Control Drivers,Understable,7,5,-2.1,0.9,https://infinitediscs.com/Galaxy-Disc-Golf-Shooting-Star,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Shooting-Star.png

Orbit,Galaxy Disc Golf,Mid Range,Overstable,4.9,4,0,2.6,https://infinitediscs.com/Galaxy-Disc-Golf-Orbit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_859231-96f5.png

Magneton,Galaxy Disc Golf,Putters,Overstable,2.1,3.1,-0.1,1.8,https://infinitediscs.com/Galaxy-Disc-Golf-Magneton,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Magneton.png

Midgard,Guru Disc Golf,Control Drivers,Neutral,6,5,-1,1,https://infinitediscs.com/Guru-Disc-Golf-Midgard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dplasticemidgard.JPG

Thor,Guru Disc Golf,Mid Range,Overstable,4,4,0,2,https://infinitediscs.com/Guru-Disc-Golf-Thor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Cplasticechrishemsworth.JPG

Mjolner,Guru Disc Golf,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Guru-Disc-Golf-Mjolner,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dmewmew.JPG

Sabot,Hyzer Bomb,Distance Drivers,Very Overstable,11,4,0,5,https://infinitediscs.com/Hyzer-Bomb-Sabot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_swirlysabot.JPG

Marksman,Hyzer Bomb,Control Drivers,Overstable,9,5,-0.9,2,https://infinitediscs.com/Hyzer-Bomb-Marksman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Marksman.JPG

Moab,Hyzer Bomb,Control Drivers,Very Overstable,5.8,3.9,1,5.1,https://infinitediscs.com/Hyzer-Bomb-Moab,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_25b6c403-aa05-4a17-b8cb-486740c4a0bbDSC05428.JPG

Veteran,Hyzer Bomb,Control Drivers,Overstable,7,4,-0.1,1.1,https://infinitediscs.com/Hyzer-Bomb-Veteran,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6739459b-cf1f-41f3-b2ec-983d88109becDSC05899.JPG

Mortar,Hyzer Bomb,Mid Range,Overstable,5,3.9,0,3,https://infinitediscs.com/Hyzer-Bomb-Mortar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4219f43b-b7d6-47f1-adcf-80a8b5c116a5HyzerBomb Mortar.jpg

Tank,Hyzer Bomb,Putters,Overstable,2,2,0,1.9,https://infinitediscs.com/Hyzer-Bomb-Tank,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dad7eb52-8ab1-4142-ab88-0dc0d690e50fHyzerBomb Tank.jpg

Tank-Panzer,Hyzer Bomb,Putters,Overstable,2,2,0,3,https://infinitediscs.com/Hyzer-Bomb-Tank-Panzer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bae0cc25-1166-4a27-a983-c475bfb83f94HyzerBomb Panzer.jpg

Grym,Kastaplast,Distance Drivers,Overstable,13,5,-1.3,2.1,https://infinitediscs.com/Kastaplast-Grym,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ca725e-8643.JPG

Grym X,Kastaplast,Distance Drivers,Overstable,12.6,5,-0.1,2.7,https://infinitediscs.com/Kastaplast-Grym-X,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ed6c8c-05a1.JPG

Rask,Kastaplast,Distance Drivers,Very Overstable,13.6,3.1,0.1,4.3,https://infinitediscs.com/Kastaplast-Rask,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_03b06be3-26fc-48bd-b7e9-bb680ecaf826DSC04976.JPG

Falk,Kastaplast,Control Drivers,Understable,8.9,5.8,-2.3,1.3,https://infinitediscs.com/Kastaplast-Falk,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cc374a-706b.JPG

Lots,Kastaplast,Control Drivers,Overstable,9,5,-1,1.9,https://infinitediscs.com/Kastaplast-Lots,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_BIGLOTS.jpg

Stal,Kastaplast,Control Drivers,Overstable,9,4,0,3.2,https://infinitediscs.com/Kastaplast-Stal,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c476cc-614f.JPG

Gote,Kastaplast,Mid Range,Overstable,4,5,-0.2,0.9,https://infinitediscs.com/Kastaplast-Gote,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9d468f-e703.JPG

Kaxe,Kastaplast,Mid Range,Overstable,6,4.1,0,2.9,https://infinitediscs.com/Kastaplast-Kaxe,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_06a9a482-cd2d-4cec-b334-e497063d5e40DSC05014.JPG

Kaxe Z,Kastaplast,Mid Range,Overstable,6,5,0,2,https://infinitediscs.com/Kastaplast-Kaxe-Z,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6cbf7bbf-ad20-4dc1-b86c-96df0411d354DSC04974.JPG

Svea,Kastaplast,Mid Range,Understable,5,6,-1,0,https://infinitediscs.com/Kastaplast-Svea,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ComingSoon.jpg

Berg,Kastaplast,Putters,Overstable,1.1,1.4,0,1.8,https://infinitediscs.com/Kastaplast-Berg,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fdb3fa2e-0515-4808-b613-fffc98ab0fd8DSC04975.JPG

Reko,Kastaplast,Putters,Overstable,3,3.3,-0.2,1.2,https://infinitediscs.com/Kastaplast-Reko,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2bf9dcfc-a8f8-44ce-ac9a-302ecc7b2864DSC02332.jpg

Kaufinator Nemesis,Kaufinator Discs,Distance Drivers,Understable,10,6,-4,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Nemesis,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_67aa5b-07bd.JPG

Kaufinator Outlaw,Kaufinator Discs,Distance Drivers,Overstable,12,5,-1,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Outlaw,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b2a124-b599.JPG

Kaufinator Bandit,Kaufinator Discs,Control Drivers,Understable,9,5,-2,1,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Bandit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bandito.JPG

Kaufinator Phenom,Kaufinator Discs,Control Drivers,Overstable,8,5,-1,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Phenom,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_rezzies_30.JPG

Kaufinator Rival,Kaufinator Discs,Control Drivers,Overstable,7,5,0,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rival,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_00f31a-8839.JPG

Kaufinator Ghost,Kaufinator Discs,Mid Range,Overstable,4,5,0,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Ghost,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_37b8e5-ffc3.JPG

Aftermath,Legacy,Distance Drivers,Overstable,13,5,-1.9,3,https://infinitediscs.com/Legacy-Aftermath,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_aftermath.JPG

Cannon,Legacy,Distance Drivers,Overstable,14,5,-2.4,3,https://infinitediscs.com/Legacy-Cannon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2afea51e-b285-479b-9bfd-440dd4746372Legacy Cannon Pinnacle.jpg

Nemesis,Legacy,Distance Drivers,Understable,9.9,6,-3.9,2,https://infinitediscs.com/Legacy-Nemesis,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fb252ee7-939c-4ce5-a080-32f85521a3baDSC02108.JPG

Outlaw,Legacy,Distance Drivers,Overstable,12,4.9,-1,3,https://infinitediscs.com/Legacy-Outlaw,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_807444b1-e1c5-4c76-97d5-899ad7034ae53_otl.jpg

Rampage,Legacy,Distance Drivers,Overstable,14,5,-1.1,3.8,https://infinitediscs.com/Legacy-Rampage,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_33e873aa-54d2-4787-ab3a-4e54fae65d1cLegacy Rampage Excel.jpg

Recon,Legacy,Distance Drivers,Overstable,13,5,-1,3,https://infinitediscs.com/Legacy-Recon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_19fe05-1bfb.JPG

Vengeance,Legacy,Distance Drivers,Overstable,10,5,0,2,https://infinitediscs.com/Legacy-Vengeance,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Vengeance.jpg

Bandit,Legacy,Control Drivers,Understable,9,5,-2,1,https://infinitediscs.com/Legacy-Bandit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5291dc22-c47d-4b2a-b656-e454f7686299Legacy Bandit Icon.jpg

Enemy,Legacy,Control Drivers,Very Overstable,9,3.1,0,4,https://infinitediscs.com/Legacy-Enemy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7274fc71-37f1-4f02-87e2-a95908d1e0fbEnemyProduct.jpg

Fighter,Legacy,Control Drivers,Very Overstable,9.9,3,0.1,4,https://infinitediscs.com/Legacy-Fighter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fighter.JPG

Mongoose,Legacy,Control Drivers,Understable,9,5,-3.1,1,https://infinitediscs.com/Legacy-Mongoose,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e296feaa-17a9-4490-ae5e-381b5d9fa158100_5425.JPG

Patriot,Legacy,Control Drivers,Understable,7.1,5.1,-1.8,1,https://infinitediscs.com/Legacy-Patriot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_47aefcde-7661-415e-bf87-2bfaa6bbc88eLegacy Patriot Icon.jpg

Phantom Warrior,Legacy,Control Drivers,Overstable,7,5,0,2.1,https://infinitediscs.com/Legacy-Phantom-Warrior,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b1de7c-6297.JPG

Phenom,Legacy,Control Drivers,Overstable,8,5,-1.2,1.7,https://infinitediscs.com/Legacy-Phenom,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f3f51077-b997-4a8a-b484-e8e169d3ecc2DSC05271.JPG

Rival,Legacy,Control Drivers,Overstable,7.1,5,-0.1,2,https://infinitediscs.com/Legacy-Rival,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d3449e25-8c63-4f83-809a-6283032200bfLegacy Rival Pinnacle.jpg

Gauge,Legacy,Mid Range,Overstable,5,5,0,1,https://infinitediscs.com/Legacy-Gauge,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_09cd95ad-5d59-40ed-a2fe-f4d77059f11dlegacy_gauge.jpg

Ghost,Legacy,Mid Range,Overstable,4.1,4.9,-0.2,2.6,https://infinitediscs.com/Legacy-Ghost,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f5f6dc45-74bd-4906-9dea-1f3c85bd9e3fLegacy Ghost Icon.jpg

Pursuit,Legacy,Mid Range,Overstable,5,3.3,0,3.1,https://infinitediscs.com/Legacy-Pursuit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_pursuit.JPG

Recluse,Legacy,Mid Range,Very Overstable,4.1,3,0,3.9,https://infinitediscs.com/Legacy-Recluse,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ihatespides.JPG

Valor,Legacy,Mid Range,Overstable,5,5,0,1.9,https://infinitediscs.com/Legacy-Valor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9f482b-d36f.JPG

Clozer,Legacy,Putters,Overstable,2,2.9,0,1.9,https://infinitediscs.com/Legacy-Clozer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_36ea8d46-e554-4f3f-a57c-a3cc4d7fbed4Legacy Clozer Excel.jpg

Clutch,Legacy,Putters,Overstable,2.1,3.2,-0.2,1,https://infinitediscs.com/Legacy-Clutch,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_43bb830b-f71c-4f2b-afa0-8c3a8cef967dLegacy Clutch Gravity.jpg

Hunter,Legacy,Putters,Neutral,2.4,3.8,-0.1,0.1,https://infinitediscs.com/Legacy-Hunter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4d6d1a50-6d42-4bac-9358-614a40cb5e43DSC05939.JPG

Prowler,Legacy,Putters,Overstable,2,3.1,-0.1,1.5,https://infinitediscs.com/Legacy-Prowler,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_54c5a563-e8e2-4167-b4cc-64c03f5ab59bDSC01936.JPG

Aquarius,Millennium,Distance Drivers,Understable,10,5.1,-3.7,1.8,https://infinitediscs.com/Millennium-Aquarius,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_93d0660e-111a-41e9-836b-a57c65df090bDSC07867.jpg

Aries,Millennium,Distance Drivers,Understable,11,6,-2.6,1.1,https://infinitediscs.com/Millennium-Aries,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_85fab9de-21a2-47c0-b4b1-2e281e842aff1.jpg

Astra,Millennium,Distance Drivers,Neutral,10.9,5.1,-2.1,1.9,https://infinitediscs.com/Millennium-Astra,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3d69bfaf-8132-4420-8217-be9795e8e482Millennium Astra Standard.jpg

Astra-X,Millennium,Distance Drivers,Overstable,11,4.9,-1.6,3.2,https://infinitediscs.com/Millennium-Astra-X,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_48223500-7623-46a8-9ac3-41b96caedb8c12.jpg

Falcon,Millennium,Distance Drivers,Neutral,12.9,5.1,-1.8,2.1,https://infinitediscs.com/Millennium-Falcon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_94289d-5ef4.JPG

Polaris LF,Millennium,Distance Drivers,Neutral,9,5,-2,2.5,https://infinitediscs.com/Millennium-Polaris-LF,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_68c931-4b86.JPG

Quasar,Millennium,Distance Drivers,Overstable,12.8,5,-1,3.9,https://infinitediscs.com/Millennium-Quasar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Infinite11_2.jpg

Scorpius,Millennium,Distance Drivers,Overstable,12.8,4.4,-1,3,https://infinitediscs.com/Millennium-Scorpius,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6e1c75f0-1c82-4439-83de-1d689780d1d5Millennium Scorpius Quantum.jpg

